;case;activity;time;start_timestamp
2158;530;f_1;05/01/2015 08.46.44;05/01/2015 08.46.44
2159;531;b_1;05/01/2015 08.45.06;05/01/2015 08.45.06
2160;531;e_1;05/01/2015 08.45.33;05/01/2015 08.45.33
2161;531;d_1;05/01/2015 08.46.20;05/01/2015 08.46.20
2162;531;g_1;05/01/2015 08.47.44;05/01/2015 08.47.44
2163;532;a_1;05/01/2015 08.45.36;05/01/2015 08.45.36
2164;532;d_1;05/01/2015 08.46.04;05/01/2015 08.46.04
2165;532;c_1;05/01/2015 08.47.17;05/01/2015 08.47.17
2166;532;f_1;05/01/2015 08.48.04;05/01/2015 08.48.04
2167;533;a_1;05/01/2015 08.44.54;05/01/2015 08.44.54
2168;533;c_1;05/01/2015 08.45.06;05/01/2015 08.45.06
2169;533;d_1;05/01/2015 08.46.08;05/01/2015 08.46.08
2170;533;f_1;05/01/2015 08.46.49;05/01/2015 08.46.49
2171;534;a_1;05/01/2015 08.45.58;05/01/2015 08.45.58
2172;534;c_1;05/01/2015 08.46.05;05/01/2015 08.46.05
2173;534;d_1;05/01/2015 08.46.18;05/01/2015 08.46.18
2174;534;f_1;05/01/2015 08.47.30;05/01/2015 08.47.30
2175;535;a_1;05/01/2015 08.48.43;05/01/2015 08.48.43
2176;535;c_1;05/01/2015 08.49.04;05/01/2015 08.49.04
2177;535;d_1;05/01/2015 08.49.30;05/01/2015 08.49.30
2178;535;f_1;05/01/2015 08.50.42;05/01/2015 08.50.42
2179;536;b_1;05/01/2015 08.48.04;05/01/2015 08.48.04
2180;536;d_1;05/01/2015 08.49.02;05/01/2015 08.49.02
2181;536;e_1;05/01/2015 08.51.00;05/01/2015 08.51.00
2182;536;g_1;05/01/2015 08.55.34;05/01/2015 08.55.34
2183;537;a_1;05/01/2015 08.48.17;05/01/2015 08.48.17
2184;537;c_1;05/01/2015 08.48.43;05/01/2015 08.48.43
2185;537;d_1;05/01/2015 08.50.17;05/01/2015 08.50.17
2186;537;f_1;05/01/2015 08.50.26;05/01/2015 08.50.26
2187;538;a_1;05/01/2015 08.50.17;05/01/2015 08.50.17
2188;538;d_1;05/01/2015 08.50.42;05/01/2015 08.50.42
2189;538;c_1;05/01/2015 08.51.08;05/01/2015 08.51.08
2190;538;f_1;05/01/2015 08.51.44;05/01/2015 08.51.44
2191;539;a_1;05/01/2015 08.55.17;05/01/2015 08.55.17
2192;539;c_1;05/01/2015 08.55.34;05/01/2015 08.55.34
2193;539;d_1;05/01/2015 08.57.11;05/01/2015 08.57.11
2194;539;f_1;05/01/2015 08.57.41;05/01/2015 08.57.41
2195;540;a_1;05/01/2015 08.51.52;05/01/2015 08.51.52
2196;540;c_1;05/01/2015 08.52.00;05/01/2015 08.52.00
2197;540;d_1;05/01/2015 08.52.13;05/01/2015 08.52.13
2198;540;f_1;05/01/2015 08.54.58;05/01/2015 08.54.58
2199;541;a_1;05/01/2015 08.51.56;05/01/2015 08.51.56
2200;541;d_1;05/01/2015 08.52.22;05/01/2015 08.52.22
2201;541;c_1;05/01/2015 08.54.16;05/01/2015 08.54.16
2202;541;f_1;05/01/2015 08.54.18;05/01/2015 08.54.18
2203;542;a_1;05/01/2015 08.52.18;05/01/2015 08.52.18
2204;542;d_1;05/01/2015 08.52.58;05/01/2015 08.52.58
2205;542;c_1;05/01/2015 08.53.39;05/01/2015 08.53.39
2206;542;f_1;05/01/2015 08.54.07;05/01/2015 08.54.07
2207;543;a_1;05/01/2015 08.53.50;05/01/2015 08.53.50
2208;543;d_1;05/01/2015 08.54.33;05/01/2015 08.54.33
2209;543;c_1;05/01/2015 08.55.56;05/01/2015 08.55.56
2210;543;f_1;05/01/2015 08.56.15;05/01/2015 08.56.15
2211;544;b_1;05/01/2015 08.58.21;05/01/2015 08.58.21
2212;544;d_1;05/01/2015 08.58.23;05/01/2015 08.58.23
2213;544;e_1;05/01/2015 08.58.39;05/01/2015 08.58.39
2214;544;g_1;05/01/2015 08.59.06;05/01/2015 08.59.06
2215;545;a_1;05/01/2015 08.57.41;05/01/2015 08.57.41
2216;545;c_1;05/01/2015 08.58.00;05/01/2015 08.58.00
2217;545;d_1;05/01/2015 08.59.53;05/01/2015 08.59.53
2218;545;f_1;05/01/2015 09.01.17;05/01/2015 09.01.17
2219;546;a_1;05/01/2015 08.55.20;05/01/2015 08.55.20
2220;546;c_1;05/01/2015 08.55.54;05/01/2015 08.55.54
2221;546;d_1;05/01/2015 08.56.42;05/01/2015 08.56.42
2222;546;f_1;05/01/2015 09.00.22;05/01/2015 09.00.22
2223;547;a_1;05/01/2015 08.58.06;05/01/2015 08.58.06
2224;547;d_1;05/01/2015 08.58.56;05/01/2015 08.58.56
2225;547;c_1;05/01/2015 09.04.07;05/01/2015 09.04.07
2226;547;f_1;05/01/2015 09.05.20;05/01/2015 09.05.20
2227;548;b_1;05/01/2015 08.58.18;05/01/2015 08.58.18
2228;548;e_1;05/01/2015 08.58.36;05/01/2015 08.58.36
2229;548;d_1;05/01/2015 08.59.03;05/01/2015 08.59.03
2230;548;g_1;05/01/2015 09.00.21;05/01/2015 09.00.21
2231;549;b_1;05/01/2015 09.00.56;05/01/2015 09.00.56
2232;549;e_1;05/01/2015 09.01.26;05/01/2015 09.01.26
2233;549;d_1;05/01/2015 09.01.51;05/01/2015 09.01.51
2234;549;g_1;05/01/2015 09.05.50;05/01/2015 09.05.50
2235;550;b_1;05/01/2015 09.01.52;05/01/2015 09.01.52
2236;550;d_1;05/01/2015 09.03.27;05/01/2015 09.03.27
2237;550;e_1;05/01/2015 09.03.32;05/01/2015 09.03.32
2238;550;g_1;05/01/2015 09.04.14;05/01/2015 09.04.14
2239;551;b_1;05/01/2015 09.03.18;05/01/2015 09.03.18
2240;551;d_1;05/01/2015 09.04.51;05/01/2015 09.04.51
2241;551;e_1;05/01/2015 09.05.35;05/01/2015 09.05.35
2242;551;g_1;05/01/2015 09.06.46;05/01/2015 09.06.46
2243;552;b_1;05/01/2015 09.05.21;05/01/2015 09.05.21
2244;552;e_1;05/01/2015 09.05.22;05/01/2015 09.05.22
2245;552;d_1;05/01/2015 09.06.33;05/01/2015 09.06.33
2246;552;g_1;05/01/2015 09.07.39;05/01/2015 09.07.39
2247;553;b_1;05/01/2015 09.05.17;05/01/2015 09.05.17
2248;553;e_1;05/01/2015 09.05.18;05/01/2015 09.05.18
2249;553;d_1;05/01/2015 09.06.22;05/01/2015 09.06.22
2250;553;g_1;05/01/2015 09.07.38;05/01/2015 09.07.38
2251;554;b_1;05/01/2015 09.10.11;05/01/2015 09.10.11
2252;554;d_1;05/01/2015 09.11.20;05/01/2015 09.11.20
2253;554;e_1;05/01/2015 09.12.49;05/01/2015 09.12.49
2254;554;g_1;05/01/2015 09.17.22;05/01/2015 09.17.22
2255;555;b_1;05/01/2015 09.06.04;05/01/2015 09.06.04
2256;555;d_1;05/01/2015 09.06.33;05/01/2015 09.06.33
2257;555;e_1;05/01/2015 09.06.49;05/01/2015 09.06.49
2258;555;g_1;05/01/2015 09.07.42;05/01/2015 09.07.42
2259;556;a_1;05/01/2015 09.07.42;05/01/2015 09.07.42
2260;556;d_1;05/01/2015 09.07.45;05/01/2015 09.07.45
2261;556;c_1;05/01/2015 09.08.18;05/01/2015 09.08.18
2262;556;f_1;05/01/2015 09.09.46;05/01/2015 09.09.46
2263;557;a_1;05/01/2015 09.09.09;05/01/2015 09.09.09
2264;557;d_1;05/01/2015 09.10.24;05/01/2015 09.10.24
2265;557;c_1;05/01/2015 09.11.15;05/01/2015 09.11.15
2266;557;f_1;05/01/2015 09.11.28;05/01/2015 09.11.28
2267;558;a_1;05/01/2015 09.08.30;05/01/2015 09.08.30
2268;558;d_1;05/01/2015 09.08.56;05/01/2015 09.08.56
2269;558;c_1;05/01/2015 09.10.56;05/01/2015 09.10.56
2270;558;f_1;05/01/2015 09.11.22;05/01/2015 09.11.22
2271;559;b_1;05/01/2015 09.09.02;05/01/2015 09.09.02
2272;559;d_1;05/01/2015 09.10.57;05/01/2015 09.10.57
2273;559;e_1;05/01/2015 09.13.05;05/01/2015 09.13.05
2274;559;g_1;05/01/2015 09.13.38;05/01/2015 09.13.38
2275;560;b_1;05/01/2015 09.10.03;05/01/2015 09.10.03
2276;560;d_1;05/01/2015 09.10.28;05/01/2015 09.10.28
2277;560;e_1;05/01/2015 09.11.39;05/01/2015 09.11.39
2278;560;x_1;05/01/2015 09.11.45;05/01/2015 09.11.45
2279;560;g_1;05/01/2015 09.11.45;05/01/2015 09.11.45
2280;561;a_1;05/01/2015 09.11.35;05/01/2015 09.11.35
2281;561;c_1;05/01/2015 09.11.54;05/01/2015 09.11.54
2282;561;d_1;05/01/2015 09.12.19;05/01/2015 09.12.19
2283;561;f_1;05/01/2015 09.13.29;05/01/2015 09.13.29
2284;562;a_1;05/01/2015 09.13.52;05/01/2015 09.13.52
2285;562;c_1;05/01/2015 09.13.54;05/01/2015 09.13.54
2286;562;d_1;05/01/2015 09.16.50;05/01/2015 09.16.50
2287;562;f_1;05/01/2015 09.18.25;05/01/2015 09.18.25
2288;563;a_1;05/01/2015 09.14.18;05/01/2015 09.14.18
2289;563;c_1;05/01/2015 09.15.18;05/01/2015 09.15.18
2290;563;d_1;05/01/2015 09.16.08;05/01/2015 09.16.08
2291;563;f_1;05/01/2015 09.16.13;05/01/2015 09.16.13
2292;564;a_1;05/01/2015 09.15.14;05/01/2015 09.15.14
2293;564;d_1;05/01/2015 09.15.19;05/01/2015 09.15.19
2294;564;c_1;05/01/2015 09.15.31;05/01/2015 09.15.31
2295;564;f_1;05/01/2015 09.16.18;05/01/2015 09.16.18
2296;565;a_1;05/01/2015 09.15.36;05/01/2015 09.15.36
2297;565;c_1;05/01/2015 09.16.00;05/01/2015 09.16.00
2298;565;d_1;05/01/2015 09.18.11;05/01/2015 09.18.11
2299;565;f_1;05/01/2015 09.18.26;05/01/2015 09.18.26
2300;566;b_1;05/01/2015 09.19.02;05/01/2015 09.19.02
2301;566;e_1;05/01/2015 09.19.26;05/01/2015 09.19.26
2302;566;d_1;05/01/2015 09.20.31;05/01/2015 09.20.31
2303;566;g_1;05/01/2015 09.23.57;05/01/2015 09.23.57
2304;567;b_1;05/01/2015 09.16.44;05/01/2015 09.16.44
2305;567;e_1;05/01/2015 09.16.50;05/01/2015 09.16.50
2306;567;d_1;05/01/2015 09.17.29;05/01/2015 09.17.29
2307;567;g_1;05/01/2015 09.17.40;05/01/2015 09.17.40
2308;568;a_1;05/01/2015 09.16.59;05/01/2015 09.16.59
2309;568;x_1;05/01/2015 09.17.00;05/01/2015 09.17.00
2310;568;c_1;05/01/2015 09.17.00;05/01/2015 09.17.00
2311;568;d_1;05/01/2015 09.18.08;05/01/2015 09.18.08
2312;568;f_1;05/01/2015 09.18.23;05/01/2015 09.18.23
2313;569;b_1;05/01/2015 09.16.44;05/01/2015 09.16.44
2314;569;e_1;05/01/2015 09.17.36;05/01/2015 09.17.36
2315;569;d_1;05/01/2015 09.19.46;05/01/2015 09.19.46
2316;569;g_1;05/01/2015 09.20.43;05/01/2015 09.20.43
2317;570;b_1;05/01/2015 09.16.55;05/01/2015 09.16.55
2318;570;e_1;05/01/2015 09.17.45;05/01/2015 09.17.45
2319;570;d_1;05/01/2015 09.20.18;05/01/2015 09.20.18
2320;570;g_1;05/01/2015 09.20.23;05/01/2015 09.20.23
2321;571;a_1;05/01/2015 09.18.46;05/01/2015 09.18.46
2322;571;c_1;05/01/2015 09.19.57;05/01/2015 09.19.57
2323;571;d_1;05/01/2015 09.20.43;05/01/2015 09.20.43
2324;571;f_1;05/01/2015 09.22.09;05/01/2015 09.22.09
2325;572;b_1;05/01/2015 09.20.43;05/01/2015 09.20.43
2326;572;d_1;05/01/2015 09.21.05;05/01/2015 09.21.05
2327;572;e_1;05/01/2015 09.23.11;05/01/2015 09.23.11
2328;572;g_1;05/01/2015 09.23.40;05/01/2015 09.23.40
2329;573;b_1;05/01/2015 09.21.01;05/01/2015 09.21.01
2330;573;d_1;05/01/2015 09.21.30;05/01/2015 09.21.30
2331;573;e_1;05/01/2015 09.21.42;05/01/2015 09.21.42
2332;573;g_1;05/01/2015 09.23.27;05/01/2015 09.23.27
2333;574;a_1;05/01/2015 09.23.04;05/01/2015 09.23.04
2334;574;d_1;05/01/2015 09.24.16;05/01/2015 09.24.16
2335;574;c_1;05/01/2015 09.25.40;05/01/2015 09.25.40
2336;574;f_1;05/01/2015 09.28.40;05/01/2015 09.28.40
2337;575;a_1;05/01/2015 09.23.07;05/01/2015 09.23.07
2338;575;d_1;05/01/2015 09.23.25;05/01/2015 09.23.25
2339;575;c_1;05/01/2015 09.24.34;05/01/2015 09.24.34
2340;575;f_1;05/01/2015 09.25.02;05/01/2015 09.25.02
2341;576;b_1;05/01/2015 09.23.28;05/01/2015 09.23.28
2342;576;d_1;05/01/2015 09.23.48;05/01/2015 09.23.48
2343;576;e_1;05/01/2015 09.23.56;05/01/2015 09.23.56
2344;576;g_1;05/01/2015 09.26.15;05/01/2015 09.26.15
2345;577;b_1;05/01/2015 09.25.04;05/01/2015 09.25.04
2346;577;d_1;05/01/2015 09.25.35;05/01/2015 09.25.35
2347;577;e_1;05/01/2015 09.26.12;05/01/2015 09.26.12
2348;577;g_1;05/01/2015 09.26.24;05/01/2015 09.26.24
2349;578;b_1;05/01/2015 09.27.55;05/01/2015 09.27.55
2350;578;e_1;05/01/2015 09.28.25;05/01/2015 09.28.25
2351;578;d_1;05/01/2015 09.29.05;05/01/2015 09.29.05
2352;578;g_1;05/01/2015 09.29.51;05/01/2015 09.29.51
2353;579;a_1;05/01/2015 09.29.26;05/01/2015 09.29.26
2354;579;d_1;05/01/2015 09.29.27;05/01/2015 09.29.27
2355;579;c_1;05/01/2015 09.29.40;05/01/2015 09.29.40
2356;579;f_1;05/01/2015 09.29.56;05/01/2015 09.29.56
2357;580;a_1;05/01/2015 09.29.26;05/01/2015 09.29.26
2358;580;d_1;05/01/2015 09.29.30;05/01/2015 09.29.30
2359;580;c_1;05/01/2015 09.30.00;05/01/2015 09.30.00
2360;580;f_1;05/01/2015 09.31.55;05/01/2015 09.31.55
2361;581;b_1;05/01/2015 09.30.29;05/01/2015 09.30.29
2362;581;e_1;05/01/2015 09.30.33;05/01/2015 09.30.33
2363;581;d_1;05/01/2015 09.30.54;05/01/2015 09.30.54
2364;581;x_1;05/01/2015 09.31.30;05/01/2015 09.31.30
2365;581;g_1;05/01/2015 09.31.51;05/01/2015 09.31.51
2366;582;b_1;05/01/2015 09.30.46;05/01/2015 09.30.46
2367;582;d_1;05/01/2015 09.30.51;05/01/2015 09.30.51
2368;582;e_1;05/01/2015 09.31.20;05/01/2015 09.31.20
2369;582;g_1;05/01/2015 09.33.37;05/01/2015 09.33.37
2370;583;a_1;05/01/2015 09.31.29;05/01/2015 09.31.29
2371;583;d_1;05/01/2015 09.31.31;05/01/2015 09.31.31
2372;583;c_1;05/01/2015 09.31.49;05/01/2015 09.31.49
2373;583;f_1;05/01/2015 09.35.01;05/01/2015 09.35.01
2374;584;b_1;05/01/2015 09.31.24;05/01/2015 09.31.24
2375;584;e_1;05/01/2015 09.33.07;05/01/2015 09.33.07
2376;584;d_1;05/01/2015 09.35.18;05/01/2015 09.35.18
2377;584;g_1;05/01/2015 09.36.27;05/01/2015 09.36.27
2378;585;a_1;05/01/2015 09.39.27;05/01/2015 09.39.27
2379;585;d_1;05/01/2015 09.39.44;05/01/2015 09.39.44
2380;585;c_1;05/01/2015 09.41.01;05/01/2015 09.41.01
2381;585;f_1;05/01/2015 09.41.45;05/01/2015 09.41.45
2382;586;b_1;05/01/2015 09.35.48;05/01/2015 09.35.48
2383;586;d_1;05/01/2015 09.36.11;05/01/2015 09.36.11
2384;586;e_1;05/01/2015 09.36.25;05/01/2015 09.36.25
2385;586;g_1;05/01/2015 09.38.13;05/01/2015 09.38.13
2386;587;b_1;05/01/2015 09.37.45;05/01/2015 09.37.45
2387;587;d_1;05/01/2015 09.38.44;05/01/2015 09.38.44
2388;587;e_1;05/01/2015 09.39.08;05/01/2015 09.39.08
2389;587;g_1;05/01/2015 09.40.21;05/01/2015 09.40.21
2390;588;a_1;05/01/2015 09.38.55;05/01/2015 09.38.55
2391;588;c_1;05/01/2015 09.39.22;05/01/2015 09.39.22
2392;588;d_1;05/01/2015 09.39.33;05/01/2015 09.39.33
2393;588;f_1;05/01/2015 09.47.12;05/01/2015 09.47.12
2394;589;b_1;05/01/2015 09.39.33;05/01/2015 09.39.33
2395;589;e_1;05/01/2015 09.39.36;05/01/2015 09.39.36
2396;589;d_1;05/01/2015 09.41.41;05/01/2015 09.41.41
2397;589;g_1;05/01/2015 09.41.59;05/01/2015 09.41.59
2398;590;a_1;05/01/2015 09.43.39;05/01/2015 09.43.39
2399;590;d_1;05/01/2015 09.45.05;05/01/2015 09.45.05
2400;590;c_1;05/01/2015 09.45.39;05/01/2015 09.45.39
2401;590;f_1;05/01/2015 09.46.17;05/01/2015 09.46.17
2402;591;a_1;05/01/2015 09.43.44;05/01/2015 09.43.44
2403;591;x_1;05/01/2015 09.44.23;05/01/2015 09.44.23
2404;591;c_1;05/01/2015 09.44.23;05/01/2015 09.44.23
2405;591;d_1;05/01/2015 09.44.46;05/01/2015 09.44.46
2406;591;f_1;05/01/2015 09.45.58;05/01/2015 09.45.58
2407;592;b_1;05/01/2015 09.44.41;05/01/2015 09.44.41
2408;592;e_1;05/01/2015 09.44.59;05/01/2015 09.44.59
2409;592;d_1;05/01/2015 09.45.11;05/01/2015 09.45.11
2410;592;g_1;05/01/2015 09.46.45;05/01/2015 09.46.45
2411;593;a_1;05/01/2015 09.47.06;05/01/2015 09.47.06
2412;593;c_1;05/01/2015 09.47.25;05/01/2015 09.47.25
2413;593;d_1;05/01/2015 09.47.50;05/01/2015 09.47.50
2414;593;f_1;05/01/2015 09.49.26;05/01/2015 09.49.26
2415;594;b_1;05/01/2015 09.47.39;05/01/2015 09.47.39
2416;594;d_1;05/01/2015 09.48.47;05/01/2015 09.48.47
2417;594;e_1;05/01/2015 09.52.53;05/01/2015 09.52.53
2418;594;g_1;05/01/2015 09.53.13;05/01/2015 09.53.13
2419;595;a_1;05/01/2015 09.47.59;05/01/2015 09.47.59
2420;595;d_1;05/01/2015 09.48.30;05/01/2015 09.48.30
2421;595;c_1;05/01/2015 09.51.00;05/01/2015 09.51.00
2422;595;f_1;05/01/2015 09.51.16;05/01/2015 09.51.16
2423;596;b_1;05/01/2015 09.52.52;05/01/2015 09.52.52
2424;596;d_1;05/01/2015 09.52.56;05/01/2015 09.52.56
2425;596;e_1;05/01/2015 09.53.40;05/01/2015 09.53.40
2426;596;g_1;05/01/2015 09.55.27;05/01/2015 09.55.27
2427;597;a_1;05/01/2015 09.52.53;05/01/2015 09.52.53
2428;597;d_1;05/01/2015 09.53.02;05/01/2015 09.53.02
2429;597;c_1;05/01/2015 09.53.15;05/01/2015 09.53.15
2430;597;f_1;05/01/2015 09.53.40;05/01/2015 09.53.40
2431;598;a_1;05/01/2015 09.53.30;05/01/2015 09.53.30
2432;598;d_1;05/01/2015 09.54.06;05/01/2015 09.54.06
2433;598;c_1;05/01/2015 09.56.28;05/01/2015 09.56.28
2434;598;f_1;05/01/2015 09.56.58;05/01/2015 09.56.58
2435;599;a_1;05/01/2015 09.53.53;05/01/2015 09.53.53
2436;599;c_1;05/01/2015 09.53.58;05/01/2015 09.53.58
2437;599;d_1;05/01/2015 09.55.01;05/01/2015 09.55.01
2438;599;f_1;05/01/2015 09.57.48;05/01/2015 09.57.48
2439;600;b_1;05/01/2015 09.55.40;05/01/2015 09.55.40
2440;600;d_1;05/01/2015 09.55.49;05/01/2015 09.55.49
2441;600;e_1;05/01/2015 09.56.14;05/01/2015 09.56.14
2442;600;g_1;05/01/2015 09.57.39;05/01/2015 09.57.39
2443;601;a_1;05/01/2015 09.57.44;05/01/2015 09.57.44
2444;601;d_1;05/01/2015 09.58.15;05/01/2015 09.58.15
2445;601;c_1;05/01/2015 09.58.17;05/01/2015 09.58.17
2446;601;f_1;05/01/2015 10.01.11;05/01/2015 10.01.11
2447;602;a_1;05/01/2015 09.59.36;05/01/2015 09.59.36
2448;602;d_1;05/01/2015 10.00.31;05/01/2015 10.00.31
2449;602;c_1;05/01/2015 10.01.37;05/01/2015 10.01.37
2450;602;f_1;05/01/2015 10.03.56;05/01/2015 10.03.56
2451;603;a_1;05/01/2015 10.00.41;05/01/2015 10.00.41
2452;603;d_1;05/01/2015 10.00.51;05/01/2015 10.00.51
2453;603;c_1;05/01/2015 10.01.31;05/01/2015 10.01.31
2454;603;f_1;05/01/2015 10.02.37;05/01/2015 10.02.37
2455;604;a_1;05/01/2015 10.01.25;05/01/2015 10.01.25
2456;604;d_1;05/01/2015 10.02.22;05/01/2015 10.02.22
2457;604;c_1;05/01/2015 10.04.25;05/01/2015 10.04.25
2458;604;f_1;05/01/2015 10.05.37;05/01/2015 10.05.37
2459;605;a_1;05/01/2015 10.01.43;05/01/2015 10.01.43
2460;605;d_1;05/01/2015 10.02.03;05/01/2015 10.02.03
2461;605;c_1;05/01/2015 10.03.04;05/01/2015 10.03.04
2462;605;f_1;05/01/2015 10.05.17;05/01/2015 10.05.17
2463;606;b_1;05/01/2015 10.07.55;05/01/2015 10.07.55
2464;606;e_1;05/01/2015 10.08.03;05/01/2015 10.08.03
2465;606;d_1;05/01/2015 10.09.02;05/01/2015 10.09.02
2466;606;g_1;05/01/2015 10.09.42;05/01/2015 10.09.42
2467;607;a_1;05/01/2015 10.06.37;05/01/2015 10.06.37
2468;607;c_1;05/01/2015 10.07.49;05/01/2015 10.07.49
2469;607;d_1;05/01/2015 10.08.56;05/01/2015 10.08.56
2470;607;f_1;05/01/2015 10.10.12;05/01/2015 10.10.12
2471;608;b_1;05/01/2015 10.08.23;05/01/2015 10.08.23
2472;608;e_1;05/01/2015 10.08.56;05/01/2015 10.08.56
2473;608;d_1;05/01/2015 10.11.22;05/01/2015 10.11.22
2474;608;g_1;05/01/2015 10.12.13;05/01/2015 10.12.13
2475;609;b_1;05/01/2015 10.09.02;05/01/2015 10.09.02
2476;609;d_1;05/01/2015 10.09.04;05/01/2015 10.09.04
2477;609;e_1;05/01/2015 10.09.45;05/01/2015 10.09.45
2478;609;g_1;05/01/2015 10.10.49;05/01/2015 10.10.49
2479;610;b_1;05/01/2015 10.09.17;05/01/2015 10.09.17
2480;610;e_1;05/01/2015 10.09.19;05/01/2015 10.09.19
2481;610;d_1;05/01/2015 10.09.26;05/01/2015 10.09.26
2482;610;g_1;05/01/2015 10.10.26;05/01/2015 10.10.26
2483;611;b_1;05/01/2015 10.09.07;05/01/2015 10.09.07
2484;611;e_1;05/01/2015 10.09.30;05/01/2015 10.09.30
2485;611;d_1;05/01/2015 10.10.16;05/01/2015 10.10.16
2486;611;g_1;05/01/2015 10.11.13;05/01/2015 10.11.13
2487;612;a_1;05/01/2015 10.14.33;05/01/2015 10.14.33
2488;612;d_1;05/01/2015 10.14.42;05/01/2015 10.14.42
2489;612;c_1;05/01/2015 10.15.00;05/01/2015 10.15.00
2490;612;f_1;05/01/2015 10.15.18;05/01/2015 10.15.18
2491;613;b_1;05/01/2015 10.15.56;05/01/2015 10.15.56
2492;613;e_1;05/01/2015 10.16.01;05/01/2015 10.16.01
2493;613;d_1;05/01/2015 10.16.39;05/01/2015 10.16.39
2494;613;g_1;05/01/2015 10.17.44;05/01/2015 10.17.44
2495;614;b_1;05/01/2015 10.17.06;05/01/2015 10.17.06
2496;614;d_1;05/01/2015 10.17.47;05/01/2015 10.17.47
2497;614;e_1;05/01/2015 10.17.56;05/01/2015 10.17.56
2498;614;g_1;05/01/2015 10.19.40;05/01/2015 10.19.40
2499;615;a_1;05/01/2015 10.18.45;
2500;615;d_1;05/01/2015 10.19.33;
2501;615;c_1;05/01/2015 10.20.26;
2502;615;f_1;05/01/2015 10.21.18;
2503;616;b_1;05/01/2015 10.19.46;
2504;616;d_1;05/01/2015 10.20.20;
2505;616;e_1;05/01/2015 10.21.11;
2506;616;g_1;05/01/2015 10.21.52;
2507;617;b_1;05/01/2015 10.21.57;
2508;617;d_1;05/01/2015 10.22.04;
2509;617;e_1;05/01/2015 10.22.05;
2510;617;g_1;05/01/2015 10.24.22;
2511;618;a_1;05/01/2015 10.20.52;
2512;618;c_1;05/01/2015 10.20.55;
2513;618;d_1;05/01/2015 10.22.04;
2514;618;f_1;05/01/2015 10.22.24;
2515;619;b_1;05/01/2015 10.22.05;
2516;619;d_1;05/01/2015 10.22.05;
2517;619;e_1;05/01/2015 10.23.23;
2518;619;g_1;05/01/2015 10.26.14;
2519;620;a_1;05/01/2015 10.21.41;
2520;620;d_1;05/01/2015 10.22.17;
2521;620;c_1;05/01/2015 10.22.37;
2522;620;f_1;05/01/2015 10.23.50;
2523;621;b_1;05/01/2015 10.22.54;
2524;621;d_1;05/01/2015 10.23.21;
2525;621;e_1;05/01/2015 10.24.03;
2526;621;g_1;05/01/2015 10.26.53;
2527;622;a_1;05/01/2015 10.23.38;
2528;622;d_1;05/01/2015 10.24.57;
2529;622;c_1;05/01/2015 10.25.17;
2530;622;f_1;05/01/2015 10.27.35;
2531;623;b_1;05/01/2015 10.23.23;
2532;623;d_1;05/01/2015 10.23.24;
2533;623;e_1;05/01/2015 10.24.00;
2534;623;g_1;05/01/2015 10.25.46;
2535;624;a_1;05/01/2015 10.24.05;
2536;624;d_1;05/01/2015 10.24.09;
2537;624;c_1;05/01/2015 10.24.36;
2538;624;f_1;05/01/2015 10.25.58;
2539;625;b_1;05/01/2015 10.25.05;
2540;625;d_1;05/01/2015 10.25.42;
2541;625;e_1;05/01/2015 10.27.01;
2542;625;g_1;05/01/2015 10.27.37;
2543;626;b_1;05/01/2015 10.25.10;
2544;626;d_1;05/01/2015 10.26.35;
2545;626;e_1;05/01/2015 10.27.18;
2546;626;g_1;05/01/2015 10.29.08;
2547;627;b_1;05/01/2015 10.26.15;
2548;627;e_1;05/01/2015 10.26.18;
2549;627;d_1;05/01/2015 10.26.56;
2550;627;g_1;05/01/2015 10.30.23;
2551;628;b_1;05/01/2015 10.27.16;
2552;628;e_1;05/01/2015 10.29.01;
2553;628;d_1;05/01/2015 10.29.11;
2554;628;g_1;05/01/2015 10.31.48;
2555;629;a_1;05/01/2015 10.27.59;
2556;629;c_1;05/01/2015 10.28.23;
2557;629;d_1;05/01/2015 10.29.49;
2558;629;f_1;05/01/2015 10.33.13;
2559;630;b_1;05/01/2015 10.26.59;
2560;630;e_1;05/01/2015 10.27.15;
2561;630;x_1;05/01/2015 10.27.19;
2562;630;d_1;05/01/2015 10.27.43;
2563;630;g_1;05/01/2015 10.28.24;
2564;631;a_1;05/01/2015 10.28.11;
2565;631;d_1;05/01/2015 10.28.44;
2566;631;c_1;05/01/2015 10.29.32;
2567;631;f_1;05/01/2015 10.30.58;
2568;632;a_1;05/01/2015 10.29.02;
2569;632;d_1;05/01/2015 10.29.08;
2570;632;c_1;05/01/2015 10.30.39;
2571;632;f_1;05/01/2015 10.31.55;
2572;633;b_1;05/01/2015 10.30.51;
2573;633;e_1;05/01/2015 10.30.55;
2574;633;d_1;05/01/2015 10.31.15;
2575;633;g_1;05/01/2015 10.32.41;
2576;634;b_1;05/01/2015 10.33.31;
2577;634;d_1;05/01/2015 10.33.50;
2578;634;e_1;05/01/2015 10.34.20;
2579;634;g_1;05/01/2015 10.34.51;
2580;635;a_1;05/01/2015 10.35.02;
2581;635;c_1;05/01/2015 10.35.16;
2582;635;d_1;05/01/2015 10.36.21;
2583;635;f_1;05/01/2015 10.36.42;
2584;636;b_1;05/01/2015 10.36.21;
2585;636;e_1;05/01/2015 10.36.24;
2586;636;d_1;05/01/2015 10.40.52;
2587;636;g_1;05/01/2015 10.40.55;
